"","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10"
"c1",0.137251748417347,0.970675204713279,-1.67605846308568,-4.0289212818476,-2.58856768532023,1.15595992979317,2.3652457671047,1.79556842981005,-1.61204884191127,0.408548538803491
"c1",-0.550866240200844,1.44761706365456,-3.40505787103257,-3.70399305223977,0.0785639274426663,-1.17779637447788,3.0893813897783,2.19138116499134,-1.29878654251175,-1.04489964452993
"c1",-0.313858454139281,1.67958616058477,-2.01892406885946,-3.05001528212179,-0.29515698719135,0.609928877338131,3.4293046116127,1.37146399531843,-2.37988368380784,-0.443857939299399
"c1",-0.235296134203894,1.80036592576384,-2.60717179476646,-3.51437893182077,-0.00614398975145292,-0.197962738400956,0.523962250207541,0.886517887283518,-2.96130496774915,-0.129610187467548
"c1",0.137335729101791,-0.00598328349632493,-1.52885810371727,-3.25900559278269,-1.61465698460723,-0.779490859730666,3.36937017041831,1.77837218118958,-2.81576401589345,1.05119317556504
"c1",0.472772500807412,-0.0749586238717392,-2.11637431609079,-4.31053602063894,-0.355095007490755,-0.337497085018501,3.40682953739279,0.819210626757,-0.892061782361776,-2.75964441084125
"c1",-0.970676791101034,0.449344358472285,-0.983939465575994,-5.52555426815412,-1.69505760557406,-1.97113675462345,1.8036386454638,0.0834845223424394,-1.97037360805717,-0.732991081048495
"c1",0.862917800963033,2.24296891372791,-2.65590759212259,-3.63377343588139,1.03802789908122,-0.0688211578363275,1.15055288151399,-0.152237626883003,-1.11759040366981,-0.212789380363649
"c1",0.831917731853707,1.32325137439888,-0.519989430331286,-2.67042204793847,0.552514866744874,0.395499648545643,1.71881007642048,3.58280875902422,-1.05222250062486,-0.870188785838763
"c1",-0.342571392044947,1.55198156998923,0.105007671283368,-5.41944773648152,-2.55211983520949,-1.89540097587571,2.99933912740014,0.632795713624948,-2.19771044592897,0.156494133298328
"c1",0.0483607962740333,2.58363445121729,-1.66039623345471,-3.05936887639456,-4.30494391343821,0.702647534629646,3.31678924369365,0.213092573125146,-3.63913930113599,-0.709989767138398
"c1",0.220093220370562,2.23176096627393,0.989656811649956,-3.53415037231121,-0.569590648659692,-0.229039155083685,1.68016435654524,2.5406004711962,-1.74597687421543,-0.411223924080813
"c1",-1.78240324209707,1.16855078450174,-2.03456907084057,-3.39342303597932,-1.1022284139306,-1.65367847226865,1.76410454699387,0.998238763064367,-2.72363289043585,0.112493257979705
"c1",-1.16322593692438,2.7852209699006,-0.0972709858877017,-4.11265379281638,0.121945883860789,-0.519485446021123,1.28874360796098,3.17904505875526,-2.84348663856786,-0.658173790394568
"c1",-1.06539486864074,-0.555434378119796,-4.15275612128059,-4.73672658110642,-1.07501133938172,-1.00014185063279,2.75562910426714,2.3954097612983,-0.824317152434624,-1.53344933860833
"c1",-0.55322943452236,2.41063242546914,-0.890934349761557,-2.79026138469985,-1.2918428492815,-1.04852508030795,1.36837915629687,1.7577753345554,-1.69049971570276,-1.62626727296453
"c1",-1.41984772857247,0.230769105648147,-0.603494192452604,-5.04086865035325,-1.2896678238274,-1.27065976193687,4.04502930300029,0.469743812543605,0.165457742308343,-0.586189564066092
"c1",0.584194487029995,1.71024339124495,-1.77025265798189,-4.5934708879267,-0.47530519156993,-1.12664435728575,2.61503002113139,2.97622095674807,-2.2131713602458,-2.08823997880594
"c1",1.22689220808672,0.11711643538236,-0.00525643540120901,-4.0936788339781,0.875468509918279,0.537833048241709,2.16428783702097,0.463751795947787,-1.48371041613246,-0.717267365937809
"c1",1.20065204334522,1.02448943387515,-1.47223334066522,-3.60786279357458,-0.674770550389339,0.286748629955873,4.15427202751902,1.03635512405581,-0.40518239382373,2.30166724999886
"c1",0.336736666468019,1.98428756397706,-1.77405721034219,-4.0505622943554,-1.77276977372094,-1.37532481509547,1.4704760317754,0.238145051964965,-0.288487744438169,-1.9776688425454
"c1",1.97668244680708,1.95537971110361,-1.59559648728296,-3.0872010146872,-1.9433253460525,0.0416564002517585,1.64288677716349,0.998459819027637,-2.96308401783489,-1.63846291546211
"c1",1.30797725146956,1.32799875691298,0.0475177938313474,-3.82752695204399,-0.397084915272495,-1.56928510627994,0.662193939173844,1.67139808582671,-0.453556619368921,-0.0879164615092701
"c1",1.7917484213428,2.05578089291601,-1.07496729067763,-3.69022674290681,-1.41129663253749,0.426268882645761,4.06300028970499,1.80230761774675,-2.9065494127003,-0.619424909167499
"c1",0.238108046517771,0.927777261876405,-0.698743957107842,-3.84457030568317,-0.954527470918745,-0.322806263120077,1.75291344495921,2.54058028443271,-1.34332497481653,-1.31263037954046
"c1",0.274900434860198,1.34312287160611,-1.2567491096736,-2.7074933247052,-1.49167433320967,-1.29166437685004,4.20160813069527,1.2890736920098,-2.5313958763969,-0.398821760794444
"c1",1.05443204368964,-1.08523708004148,-2.78242598274095,-3.0210214764826,-0.377129100954089,0.595311454935985,3.53475680907923,2.04441711425289,-2.59456069427369,0.0443450994795318
"c1",0.737437191434924,0.985888328385652,-1.18166534878395,-3.51113820664286,-0.535097494976606,-0.998146457689982,3.50334427227358,2.91994104856966,-1.68255219085538,0.380040891201442
"c1",0.551555407525616,0.847285869043441,-0.146868636177503,-3.37373453817327,-0.727388116414434,-1.93340987884116,2.17287199177532,0.921830321163826,-2.45828156394334,0.845358379966884
"c1",1.3902933829392,-0.781151507806103,-3.05773106467262,-5.88412542464157,-1.76194006983317,-0.877529133333671,3.08366947200569,1.21688519576296,-3.29164576644046,-0.631283726897723
"c1",1.11668144138894,1.02705971226047,-4.03648107534427,-2.30496598128398,-0.17566434410204,0.0132037379660137,2.91636875260991,1.41698341748207,-1.47087031164459,-1.2918488448702
"c1",2.38444302312377,2.7008924528886,-2.03625604610019,-1.72046710662249,0.980480541538024,0.878965513411156,3.14551998179346,-0.00826824562534068,-0.871434911307771,-1.49752565983541
"c1",-2.47558987647673,0.118015450335362,-2.88167077296547,-2.54552054757573,0.396115110893497,1.93191461042256,3.80912266006195,1.1833473129497,-2.09169017932347,-2.20912296358909
"c1",-0.54048782907054,2.0165487094437,-2.32441206886428,-4.36134172907252,-1.527053316421,-0.949743273625049,3.38556314138764,0.00942507430241357,0.22857393853969,-2.12908603692724
"c1",0.390541624873498,1.70570677935979,-2.0664805870299,-3.44090554986411,-1.60058369987528,-2.23178263624964,3.10554600583332,1.51206609737106,-2.52552241361012,0.790391794890338
"c1",0.588736022672082,1.07365096729587,-1.20482395710026,-4.43706257491633,-1.00024013660436,-1.31099365964602,4.63541000811378,0.594909436173342,-3.00978859499945,-1.27407876768523
"c1",1.71258743506697,0.0612807508052258,-3.13185299333568,-4.10542358287457,1.77392042703516,-2.11112684341712,2.24124077395284,1.48537346995624,-0.319576983224066,0.0442410655271548
"c1",0.63847252190193,1.53514479707738,-0.899049575892949,-2.37711684204273,-0.516378097432488,-0.545706184250057,1.83861995022786,1.51494615201384,-0.531347947517663,-0.335416841873479
"c1",-1.08468447961432,1.11902705488871,-3.19096876367931,-5.22714501426194,-1.70120128972723,1.09127916512936,2.05434525081983,1.76777061031725,-1.65268304628547,-1.29634905545246
"c1",0.720271173198413,2.59816048925882,-2.31897995747974,-4.92663034580908,-0.280642829358128,-0.616463123489249,2.65165726291289,1.26110016672072,-1.03088943084264,-0.403699303442539
"c4",0.986494173467537,-6.77659741238492,1.33040732440851,-1.87003903091917,5.77182916763704,0.165731817073013,-3.87888087882101,3.56168170925637,-1.26506522428819,-3.4486433942844
"c1",1.57591153607008,1.7295931074672,-1.1411579432352,-2.80873199372783,0.307098322617612,-1.06829123066612,1.79664189733677,2.82089228809231,-1.61485048837858,0.347962030499866
"c1",0.742978263190983,0.455853017471571,-2.80603038839322,-3.18173511765397,-0.852585822318557,-1.13166469779652,4.87272686949875,-0.256919284576261,-2.05377811157505,0.0516211257883986
"c1",1.33443766220316,1.71196887576905,-0.296971728218956,-3.19310691809287,0.46178019281257,-2.33696381515343,3.4206913008346,1.25000630077852,0.341208163417693,0.666524779446078
"c1",-0.435875142522222,-0.0547455183792769,-2.36578601416047,-4.05770997016907,-2.02765386065472,-1.46066465180446,2.19817550128664,0.763720368606196,-1.43903198475322,0.102514907913543
"c1",1.6486749845153,2.38608315806706,-0.049111323463654,-3.90369856236593,-1.61820561187387,-0.732059352846852,3.54826052534719,-0.115073305132072,-2.22608110395748,0.765529464037059
"c1",0.176978380431295,1.75999057199555,-2.31595803918537,-4.47500799246389,-2.41815844959362,-0.581937245826025,3.07509896864454,2.60439500158069,-2.85958592488714,0.759448282775403
"c1",-0.146633241000173,0.49279593176591,-1.20213332159268,-5.72712649912903,-0.869742586444148,-1.132992197849,2.70451014218384,2.22564449795276,-0.489027956954559,-2.62838113250877
"c1",2.27006072234607,0.675596198735217,-1.79531574314289,-2.88787258431208,-1.11656946251436,-2.64687118978654,2.82609499366071,1.74223723045587,-1.89336725899125,1.02172210925183
"c1",-0.676504986141246,1.48765475241391,-1.34627775964186,-3.62299137524419,1.10511085523006,-1.36988886607742,1.75153523132098,-0.0660235304266568,-2.86807967372725,-1.23423454167875
"c1",2.21708842044912,0.912298730304462,-0.539128201240707,-3.34114671805027,1.67794828203159,-0.16462911580423,1.27839296900153,0.775574694580334,-1.63064969985368,0.130664054088892
"c1",1.68026266015783,1.60973829151016,-1.94241809539283,-6.12578028216973,-1.73487295460659,-2.42378471863479,3.33782595641812,-0.258673454338581,-2.06555221768979,1.9620905333974
"c1",0.596460830823761,0.117141428163571,-1.12567992801811,-4.62647138236351,-2.57159190510536,-1.00082696537538,5.14084187399403,1.60818381829227,-2.13884821982074,0.205564222937149
"c5",-1.99674637132263,0.276774701576828,4.55308866269377,-4.43376571442787,-3.1333922514489,-1.41889110984109,-0.830982517405021,-1.16180320442101,-0.306907831014414,-4.89137720225627
"c1",0.730174294178764,0.404192782492142,-1.74072163657709,-6.36810213748252,-0.798313882092484,-2.18555345031774,2.08957801237687,1.5185007695852,-4.1990623641163,-0.537096718420221
"c1",1.84305396992741,0.424964484076445,-1.33234858281092,-3.8904167877339,-1.07329188732118,-2.76666900126211,4.60778517923208,-0.310883042290355,-1.35188809501375,-2.32168703928965
"c1",-0.839576837884741,1.72895058361841,-1.37167691684056,-2.82488053712474,-0.784516017308015,-1.72235033435864,2.36624775475381,2.50505493831569,-0.709757890630742,-2.76594427113262
"c1",0.938618692786228,1.69281908179624,-1.64164283697127,-3.92479322792065,0.112290318027459,-1.34263298463929,1.88183133832301,2.01570512208998,-1.53908033264438,-0.0614950094678887
"c1",0.319567002768126,2.63659234810097,-1.00498639097269,-2.94548637731428,1.89927477790685,-1.57912099628742,1.28783299804429,1.49029799948217,-0.343972491310149,-0.933043791307121
"c1",-0.396577953753412,2.0734720532906,-2.31270757256293,-3.02986771112454,-2.3225435329389,-0.703995700026499,0.785940288246609,1.78212656056004,-1.18816253276071,-2.46442315134706
"c3",0.710581866551144,-1.20285993329592,4.7124072332839,4.09763362687097,1.79059242578304,-0.922802036538513,-1.57081434647801,-5.01429882286347,0.040162720497754,3.64899661942425
"c1",2.5197151347646,0.781170867656003,-2.30507922980031,-4.25835699553758,0.0379165906426603,-1.70525051206074,2.84529187240477,1.99538547471706,-0.945752510135185,-0.836610485588811
"c1",2.08297944324881,2.42517842524341,-1.38715771855649,-3.82475627442062,-0.151167656140613,-0.469611412531337,2.84472238008146,1.02480373732588,-1.56206674412533,0.199409861164992
"c1",0.523370879815121,0.364241282026733,-0.131864468902757,-4.89282989898765,0.157217953609836,-1.27087405502525,3.00691549844217,1.78211687946577,-0.261413772464397,-0.167216660821052
"c1",0.461832480204208,1.52550742488876,-0.170325131368009,-2.82605523277302,0.267312551280132,0.164625336298039,3.43299204297905,2.47161064775776,-1.26021559305952,0.499541160114407
"c1",0.525134899606873,0.873305479930353,-0.27509875608063,-2.18791944416226,-0.0110264193256391,-0.608910656553502,2.35310132961836,2.21429955304241,-1.96632546448731,-0.726721644185903
"c1",-0.70892568596265,0.748263858843611,-2.61267334580541,-3.36062326131221,-0.565572253525216,0.101799771683697,2.41911693926805,1.79434285905197,-3.12718859523076,-0.647267909179054
"c1",-0.150648778776963,1.58793568893687,-1.58808181438368,-4.61872550274206,-1.6992771646884,-2.02479899107679,4.31091832571396,2.99641149430306,-0.581406526186227,0.918582874751544
"c1",0.770399959131572,0.046779329213879,-1.60442945831809,-3.8967015719376,-1.72718301167252,-0.874754881337337,1.74763557349018,0.377529247166335,-2.71373663234879,-0.73984201435737
"c1",-0.432526249271823,1.47555231376835,-0.366952768298591,-1.39785663492012,-0.436539180802878,-0.0968699180599282,1.40432182718882,1.76697507857327,-1.26998786460433,0.0148945505760607
"c1",0.12460617539198,0.742538909836446,-1.50356977261538,-3.63303162504724,-0.851304246629531,-0.501958424962801,2.53942026927803,1.10954438192086,-0.81129304724532,-0.833929180689065
